
"InChI","InChI key"
"InChI=1S/C2H5AsO5.3Ca.ClH/c1-3(6,7)8-2(4)5;;;;/h1H3,(H,4,5)(H,6,7);;;;1H/q;3*+2;/p-2","InChIKey=HABKQCCSKZOBQB-UHFFFAOYSA-L"
"InChI=1S/C3H2Br2N2O/c4-3(5,1-6)2(7)8/h(H2,7,8)","InChIKey=UUIVKBHZENILKB-UHFFFAOYSA-N"
"InChI=1S/C14H16ClO5PS/c1-4-17-21(22,18-5-2)20-10-6-7-11-9(3)13(15)14(16)19-12(11)8-10/h6-8H,4-5H2,1-3H3","InChIKey=BXNANOICGRISHX-UHFFFAOYSA-N"
"InChI=1S/C3H9O3Si/c1-2-3-7(4,5)6/h4-6H,1-3H2","InChIKey=AGUFKBVPKOAJGU-UHFFFAOYSA-N"
"InChI=1S/C8H6Cl2O2/c1-12-8(11)6-4-5(9)2-3-7(6)10/h2-4H,1H3","InChIKey=SPJQBGGHUDNAIC-UHFFFAOYSA-N"
"InChI=1S/C8H6N2OS2/c1-12-8(11)5-3-2-4-6-7(5)13-10-9-6/h2-4H,1H3","InChIKey=UELITFHSCLAHKR-UHFFFAOYSA-N"
"InChI=1S/C15H14Cl2F3N3O3/c1-3-26-13(24)10(17)4-8-5-12(11(18)6-9(8)16)23-15(25)22(14(19)20)7(2)21-23/h5-6,10,14H,3-4H2,1-2H3","InChIKey=MLKCGVHIFJBRCD-UHFFFAOYSA-N"
"InChI=1S/K.NO3/c;2-1(3)4/q+1;-1","InChIKey=FGIUAXJPYTZDNR-UHFFFAOYSA-N"
"InChI=1S/C19H18ClN3O4/c1-25-19(24)23(26-2)17-6-4-3-5-14(17)13-27-18-11-12-22(21-18)16-9-7-15(20)8-10-16/h3-12H,13H2,1-2H3","InChIKey=HZRSNVGNWUDEFX-UHFFFAOYSA-N"
"InChI=1S/C12H14N2.2ClH/c1-13-7-3-11(4-8-13)12-5-9-14(2)10-6-12;;/h3-10H,1-2H3;2*1H/q+2;;/p-2","InChIKey=FIKAKWIAUPDISJ-UHFFFAOYSA-L"
"InChI=1S/C31H23BrO3/c32-24-15-13-20(14-16-24)19-9-11-21(12-10-19)23-17-22-5-1-2-6-25(22)27(18-23)29-30(33)26-7-3-4-8-28(26)35-31(29)34/h1-16,23,27,33H,17-18H2","InChIKey=VEUZZDOCACZPRY-UHFFFAOYSA-N"
"InChI=1S/C6H12N2S4/c1-7(2)5(9)11-12-6(10)8(3)4/h1-4H3","InChIKey=KUAZQDVKQLNFPE-UHFFFAOYSA-N"
"InChI=1S/C8H24O2Si3/c1-11(2,3)9-13(7,8)10-12(4,5)6/h1-8H3","InChIKey=CXQXSVUQTKDNFP-UHFFFAOYSA-N"
"InChI=1S/C2H4O/c1-2-3/h2-3H,1H2","InChIKey=IMROMDMJAWUWLK-UHFFFAOYSA-N"
"InChI=1S/C8H9NO2/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5H,9H2,1H3","InChIKey=VAMXMNNIEUEQDV-UHFFFAOYSA-N"
"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3","InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N"
"InChI=1S/CH5AsO3.Na/c1-2(3,4)5;/h1H3,(H2,3,4,5);/q;+1/p-1","InChIKey=JITOKQVGRJSHHA-UHFFFAOYSA-M"
"InChI=1S/C10H9Cl4O4P/c1-16-19(15,17-2)18-10(5-11)6-3-8(13)9(14)4-7(6)12/h3-5H,1-2H3/b10-5-","InChIKey=UBCKGWBNUIFUST-YHYXMXQVSA-N"
"InChI=1S/C17H26ClNO3S/c1-4-14(19-22-8-6-7-18)17-15(20)10-13(11-16(17)21)9-12(3)23-5-2/h6-7,12-13,20H,4-5,8-11H2,1-3H3/b7-6+,19-14+","InChIKey=SILSDTWXNBZOGF-KUZBFYBWSA-N"
"InChI=1S/C10H19N5S/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)","InChIKey=AAEVYOVXGOFMJO-UHFFFAOYSA-N"
"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2","InChIKey=QAOWNCQODCNURD-UHFFFAOYSA-L"
"InChI=1S/C11H15BrClO3PS/c1-3-7-18-17(14,15-4-2)16-11-6-5-9(12)8-10(11)13/h5-6,8H,3-4,7H2,1-2H3","InChIKey=QYMMJNLHFKGANY-UHFFFAOYSA-N"
"InChI=1S/C14H9Cl5O/c15-11-5-1-9(2-6-11)13(20,14(17,18)19)10-3-7-12(16)8-4-10/h1-8,20H","InChIKey=UOAMTSKGCBMZTC-UHFFFAOYSA-N"
"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)","InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N"
"InChI=1S/B4H4O9.2Na.8H2O/c5-1-9-3(7)11-2(6)12-4(8,10-1)13-3;;;;;;;;;;/h5-8H;;;8*1H2/q-2;2*+1;;;;;;;;","InChIKey=OQSOCUIYOAGFKW-UHFFFAOYSA-N"
"InChI=1S/C4H7Br2Cl2O4P/c1-10-13(9,11-2)12-3(5)4(6,7)8/h3H,1-2H3","InChIKey=BUYMVQAILCEWRR-UHFFFAOYSA-N"
"InChI=1S/CH2O3.Na/c2-1(3)4;/h(H2,2,3,4);/q;+1/p-1","InChIKey=UIIMBOGNXHQVGW-UHFFFAOYSA-M"
"InChI=1S/C3H6O2.2H3N.H2O4S.H2O3S2/c1-2-3(4)5;;;2*1-5(2,3)4/h2H2,1H3,(H,4,5);2*1H3;2*(H2,1,2,3,4)/p-3","InChIKey=AQCKNZGXVYIOJR-UHFFFAOYSA-K"
"InChI=1S/C7H13N3O3S/c1-8-7(12)13-9-5(14-4)6(11)10(2)3/h1-4H3,(H,8,12)","InChIKey=KZAUOCCYDRDERY-UHFFFAOYSA-N"
"InChI=1S/6C4H9.O.2Sn/c6*1-3-4-2;;;/h6*1,3-4H2,2H3;;;","InChIKey=APQHKWPGGHMYKJ-UHFFFAOYSA-N"
"InChI=1S/CHNS.Cu/c2-1-3;/h3H;/q;+1/p-1","InChIKey=PDZKZMQQDCHTNF-UHFFFAOYSA-M"
"InChI=1S/C8H17/c1-3-5-7-8-6-4-2/h1,3-8H2,2H3","InChIKey=AUNGTSCVKGQIAH-UHFFFAOYSA-N"
"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)","InChIKey=HRPVXLWXLXDGHG-UHFFFAOYSA-N"
"InChI=1S/C4H11NO3/c5-4(1-6,2-7)3-8/h6-8H,1-3,5H2","InChIKey=LENZDBCJOHFCAS-UHFFFAOYSA-N"
"InChI=1S/BrH4NO8S3.BrH.3Na/c1-2(12(5,6)7)13(8,9)10-11(3)4;;;;/h12H,(H,3,4)(H2,5,6,7);1H;;;/q;;3*+1/p-4","InChIKey=SFALBFXZZVEOOQ-UHFFFAOYSA-J"
"InChI=1S/C22H18Cl2FNO3/c1-22(2)15(11-19(23)24)20(22)21(27)29-18(12-26)13-8-9-16(25)17(10-13)28-14-6-4-3-5-7-14/h3-11,15,18,20H,1-2H3","InChIKey=QQODLKZGRKWIFG-UHFFFAOYSA-N"
"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3","InChIKey=RRAFCDWBNXTKKO-UHFFFAOYSA-N"
"InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3","InChIKey=PJVWKTKQMONHTI-UHFFFAOYSA-N"
"InChI=1S/C11H15NO3/c1-8(2)14-9-6-4-5-7-10(9)15-11(13)12-3/h4-8H,1-3H3,(H,12,13)","InChIKey=ISRUGXGCCGIOQO-UHFFFAOYSA-N"
"InChI=1S/C2H4O2.Al.H/c1-2(3)4;;/h1-4H;;","InChIKey=PIVSYONBZCSSSX-UHFFFAOYSA-N"
"InChI=1S/Cu.O","InChIKey=QPLDLSVMHZLSFG-UHFFFAOYSA-N"
"InChI=1S/C10H5Cl2NO2/c11-6-3-5-1-2-7(12)8(10(14)15)9(5)13-4-6/h1-4H,(H,14,15)","InChIKey=FFSSWMQPCJRCRV-UHFFFAOYSA-N"
"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3","InChIKey=ZQEIXNIJLIKNTD-UHFFFAOYSA-N"
"InChI=1S/C21H23F2NO2/c1-5-25-18-11-13(21(2,3)4)9-10-14(18)17-12-26-20(24-17)19-15(22)7-6-8-16(19)23/h6-11,17H,5,12H2,1-4H3","InChIKey=IXSZQYVWNJNRAL-UHFFFAOYSA-N"
"InChI=1S/C7H14N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h5H,1-4H3,(H,8,10)","InChIKey=QGLZXHRNAYXIBU-UHFFFAOYSA-N"
"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)","InChIKey=DUEPRVBVGDRKAG-UHFFFAOYSA-N"
"InChI=1S/Li","InChIKey=WHXSMMKQMYFTQS-UHFFFAOYSA-N"
"InChI=1S/CH2N2/c2-1-3/h2H2","InChIKey=XZMCDFZZKTWFGF-UHFFFAOYSA-N"
"InChI=1S/C18H36O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h9-10,19H,2-8,11-18H2,1H3/b10-9-","InChIKey=ALSTYHKOOCGGFT-KTKRTIGZSA-N"
"InChI=1S/C17H30O2/c1-6-19-17(18)13-16(5)12-8-11-15(4)10-7-9-14(2)3/h8,12-15H,6-7,9-11H2,1-5H3/b12-8+,16-13+","InChIKey=FYQGBXGJFWXIPP-UEVLXMDPSA-N"
"InChI=1S/C10H20O2/c1-7-4-5-8(9(11)6-7)10(2,3)12/h7-9,11-12H,4-6H2,1-3H3","InChIKey=LMXFTMYMHGYJEI-UHFFFAOYSA-N"
"InChI=1S/C10H16N2O8.4Na/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;;;;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);;;;/q;4*+1/p-4","InChIKey=UEUXEKPTXMALOB-UHFFFAOYSA-J"
"InChI=1S/C5H10O2/c1-2-4-7-5-3-6/h2,6H,1,3-5H2","InChIKey=GCYHRYNSUGLLMA-UHFFFAOYSA-N"
"InChI=1S/C25H22ClNO3/c1-17(2)24(18-11-13-20(26)14-12-18)25(28)30-23(16-27)19-7-6-10-22(15-19)29-21-8-4-3-5-9-21/h3-15,17,23-24H,1-2H3/t23-,24+/m1/s1","InChIKey=NYPJDWWKZLNGGM-RPWUZVMVSA-N"
"InChI=1S/C24H32O4/c1-3-4-5-6-7-8-9-10-11-12-17-21-22(26)19-15-13-14-16-20(19)23(27)24(21)28-18(2)25/h13-16H,3-12,17H2,1-2H3","InChIKey=QDRXWCAVUNHOGA-UHFFFAOYSA-N"
"InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2","InChIKey=ZOJBYZNEUISWFT-UHFFFAOYSA-N"
"InChI=1S/C9H10Cl2N2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)","InChIKey=XKJMBINCVNINCA-UHFFFAOYSA-N"
"InChI=1S/Ca.2ClO/c;2*1-2/q+2;2*-1","InChIKey=ZKQDCIXGCQPQNV-UHFFFAOYSA-N"
"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3","InChIKey=FHIVAFMUCKRCQO-UHFFFAOYSA-N"
"InChI=1S/C6H12N2O3.ClH/c1-3-10-6(9)5-8(7)11-4-2;/h3H,1,4-5,7H2,2H3;1H","InChIKey=NLUVNPTTXRKTBC-UHFFFAOYSA-N"
"InChI=1S/C23H22O6/c1-11(2)16-8-14-15(28-16)6-5-12-22(24)21-13-7-18(25-3)19(26-4)9-17(13)27-10-20(21)29-23(12)14/h5-7,9,16,20-21H,1,8,10H2,2-4H3/t16-,20-,21+/m1/s1","InChIKey=JUVIOZPCNVVQFO-HBGVWJBISA-N"
"InChI=1S/C6H15NO3.Cu/c1-4(8)7(5(2)9)6(3)10;/h4-6,8-10H,1-3H3;","InChIKey=JNMXNSOIBFKACH-UHFFFAOYSA-N"
"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11-,12+/m1/s1","InChIKey=GUBGYTABKSRVRQ-DCSYEGIMSA-N"
"InChI=1S/C11H9Cl2NO3/c12-5-1-2-9(8(13)3-5)14-10(15)6-4-7(6)11(16)17/h1-3,6-7H,4H2,(H,14,15)(H,16,17)","InChIKey=DIOZMSACJPTBST-UHFFFAOYSA-N"
"InChI=1S/C10H12ClNO2/c1-7(2)14-10(13)12-9-5-3-4-8(11)6-9/h3-7H,1-2H3,(H,12,13)","InChIKey=CWJSHJJYOPWUGX-UHFFFAOYSA-N"
"InChI=1S/C15H15F3N2O2/c1-10(2)14(21,12-7-19-9-20-8-12)11-3-5-13(6-4-11)22-15(16,17)18/h3-10,21H,1-2H3","InChIKey=VEVZCONIUDBCDC-UHFFFAOYSA-N"
"InChI=1S/C8H16O3/c1-3-4-5-10-6-7-11-8(2)9/h3-7H2,1-2H3","InChIKey=NQBXSWAWVZHKBZ-UHFFFAOYSA-N"
"InChI=1S/C49H75NO13/c1-12-26(2)44-29(5)18-19-48(63-44)24-35-21-34(62-48)17-16-28(4)43(27(3)14-13-15-33-25-56-46-42(51)30(6)20-36(47(52)59-35)49(33,46)53)60-40-23-38(55-11)45(32(8)58-40)61-39-22-37(54-10)41(50-9)31(7)57-39/h13-16,18-20,26-27,29,31-32,34-46,50-51,53H,12,17,21-25H2,1-11H3/b14-13+,28-16+,33-15+/t26-,27-,29-,31+,32-,34+,35-,36-,37+,38-,39-,40-,41+,42+,43-,44+,45-,46+,48+,49+/m0/s1","InChIKey=CXEGAUYXQAKHKJ-FYOMLGFFSA-N"
"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","InChIKey=YWTYJOPNNQFBPC-UHFFFAOYSA-N"
"InChI=1S/C13H17F3N4O4/c1-3-5-18(6-4-2)11-9(19(21)22)7-8(13(14,15)16)10(17)12(11)20(23)24/h7H,3-6,17H2,1-2H3","InChIKey=RSVPPPHXAASNOL-UHFFFAOYSA-N"
"InChI=1S/C17H29NO3S/c1-5-8-14(18-21-6-2)17-15(19)10-13(11-16(17)20)9-12(4)22-7-3/h12-13,19H,5-11H2,1-4H3/b18-14+","InChIKey=CSPPKDPQLUUTND-NBVRZTHBSA-N"
"InChI=1S/C8H9ClO/c1-5-3-7(10)4-6(2)8(5)9/h3-4,10H,1-2H3","InChIKey=OSDLLIBGSJNGJE-UHFFFAOYSA-N"
"InChI=1S/Fe.H3O4P/c;1-5(2,3)4/h;(H3,1,2,3,4)/p-3","InChIKey=RFGNMWINQUUNKG-UHFFFAOYSA-K"
"InChI=1S/C8H14N4OS/c1-8(2,3)5-6(13)12(9)7(14-4)11-10-5/h9H2,1-4H3","InChIKey=FOXFZRUHNHCZPX-UHFFFAOYSA-N"
"InChI=1S/C18H24N2O4/c1-6-18(3,7-2)14-11-15(24-20-14)19-17(21)16-12(22-4)9-8-10-13(16)23-5/h8-11H,6-7H2,1-5H3,(H,19,21)","InChIKey=PMHURSZHKKJGBM-UHFFFAOYSA-N"
"InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2","InChIKey=WSLDOOZREJYCGB-UHFFFAOYSA-N"
"InChI=1S/C14H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h15H,2-14H2,1H3","InChIKey=HLZKNKRTKFSKGZ-UHFFFAOYSA-N"
"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2","InChIKey=SESFRYSPDFLNCH-UHFFFAOYSA-N"
"InChI=1S/C11H17Cl2NOS/c1-2-3-4-5-6-7-8-14-11(15)9(12)10(13)16-14/h2-8H2,1H3","InChIKey=PORQOHRXAJJKGK-UHFFFAOYSA-N"
"InChI=1S/CH3O/c1-2/h1H3","InChIKey=GRVDJDISBSALJP-UHFFFAOYSA-N"
"InChI=1S/C19H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h10-11H,3-9,12-18H2,1-2H3/b11-10-","InChIKey=QYDYPVFESGNLHU-KHPPLWFESA-N"
"InChI=1S/C8H17/c1-4-6-7-8(3)5-2/h8H,3-7H2,1-2H3","InChIKey=SHCLHMINMSSGHM-UHFFFAOYSA-N"
"InChI=1S/C5H6BrClN2O2/c1-5(2)3(10)8(7)4(11)9(5)6/h1-2H3","InChIKey=PIEXCQIOSMOEOU-UHFFFAOYSA-N"
"InChI=1S/C13H13Cl2N3O3/c1-7(2)16-12(20)17-6-11(19)18(13(17)21)10-4-8(14)3-9(15)5-10/h3-5,7H,6H2,1-2H3,(H,16,20)","InChIKey=ONUFESLQCSAYKA-UHFFFAOYSA-N"
"InChI=1S/C19H26O4S/c1-5-14-21-24(20)23-18-9-7-6-8-17(18)22-16-12-10-15(11-13-16)19(2,3)4/h1,10-13,17-18H,6-9,14H2,2-4H3","InChIKey=ZYHMJXZULPZUED-UHFFFAOYSA-N"
"InChI=1S/C35H44O16/c1-8-15(2)24(38)49-18-12-19(48-16(3)36)32(26(39)43-6)13-46-21-22(32)31(18)14-47-34(42,27(40)44-7)25(31)29(4,23(21)37)35-20-11-17(30(35,5)51-35)33(41)9-10-45-28(33)50-20/h8-10,17-23,25,28,37,41-42H,11-14H2,1-7H3/b15-8+/t17-,18+,19-,20+,21-,22-,23-,25+,28+,29-,30+,31+,32+,33+,34+,35+/m1/s1","InChIKey=FTNJWQUOZFUQQJ-NDAWSKJSSA-N"
"InChI=1S/BH3O3/c2-1(3)4/h2-4H","InChIKey=KGBXLFKZBHKPEV-UHFFFAOYSA-N"
"InChI=1S/C22H18N2O4/c1-22(16-12-14-19(15-13-16)27-18-10-6-3-7-11-18)20(25)24(21(26)28-22)23-17-8-4-2-5-9-17/h2-15,23H,1H3","InChIKey=PCCSBWNGDMYFCW-UHFFFAOYSA-N"
"InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)","InChIKey=WNTGYJSOUMFZEP-UHFFFAOYSA-N"
"InChI=1S/CH2I2/c2-1-3/h1H2","InChIKey=NZZFYRREKKOMAT-UHFFFAOYSA-N"
"InChI=1S/C11H18N.ClH/c1-4-12(2,3)10-11-8-6-5-7-9-11;/h5-9H,4,10H2,1-3H3;1H/q+1;/p-1","InChIKey=IUHDTQIYNQQIBP-UHFFFAOYSA-M"
"InChI=1S/C8H15O3.Cu/c1-2-3-4-5-6-7-8(9)10-11-8;/h2-7H2,1H3;/q-1;","InChIKey=JQIWOJCGAKDALB-UHFFFAOYSA-N"
"InChI=1S/C12H12/c1-2-3-4-6-9-12-10-7-5-8-11-12/h2-11H,1H2","InChIKey=PSJMEAWITNYZAF-UHFFFAOYSA-N"
"InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3","InChIKey=ZMANZCXQSJIPKH-UHFFFAOYSA-N"
"InChI=1S/C11H10Cl2F2N4O3S/c1-5-16-19(11(20)18(5)10(14)15)9-4-8(17-23(2,21)22)6(12)3-7(9)13/h3-4,10,17H,1-2H3","InChIKey=OORLZFUTLGXMEF-UHFFFAOYSA-N"
"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3","InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N"
"InChI=1S/2C3H7NS2.Zn/c2*1-4(2)3(5)6;/h2*1-2H3,(H,5,6);/q;;+2/p-2","InChIKey=DUBNHZYBDBBJHD-UHFFFAOYSA-L"
"InChI=1S/C22H19Br4NO3/c1-21(2)17(19(23)22(24,25)26)18(21)20(28)30-16(12-27)13-7-6-10-15(11-13)29-14-8-4-3-5-9-14/h3-11,16-19H,1-2H3/t16-,17-,18+,19?/m1/s1","InChIKey=YWSCPYYRJXKUDB-KAKFPZCNSA-N"
"InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H","InChIKey=OCJBOOLMMGQPQU-UHFFFAOYSA-N"
"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3","InChIKey=XMGQYMWWDOXHJM-UHFFFAOYSA-N"
"InChI=1S/C2H6N2O2/c3-1-2(5)6-4/h1,3-4H2","InChIKey=QRCJVAADFAROKA-UHFFFAOYSA-N"
"InChI=1S/C15H27NO4/c1-6-10-11-16(12(5)17)15(19,8-3)13(7-2)14(18)20-9-4/h7,19H,6,8-11H2,1-5H3","InChIKey=QKFLMUWZXRQJNC-UHFFFAOYSA-N"
"InChI=1S/C15H19N3O4/c1-8(2)15(3)14(21)17-12(18-15)11-10(13(19)20)5-9(6-16-11)7-22-4/h5-6,8H,7H2,1-4H3,(H,19,20)(H,17,18,21)","InChIKey=NUPJIGQFXCQJBK-UHFFFAOYSA-N"
"InChI=1S/C16H17F5N2O2S/c1-7(2)6-8-9(15(24)25-3)11(13(17)18)23-12(16(19,20)21)10(8)14-22-4-5-26-14/h7,13H,4-6H2,1-3H3","InChIKey=YIJZJEYQBAAWRJ-UHFFFAOYSA-N"
"InChI=1S/C14H20N2O/c1-11-7-5-6-10-13(11)16-14(17)15-12-8-3-2-4-9-12/h2-4,8-9,11,13H,5-7,10H2,1H3,(H2,15,16,17)","InChIKey=JXVIIQLNUPXOII-UHFFFAOYSA-N"
"InChI=1S/CH3NOS2/c3-1(4)2-5/h5H,(H2,2,3,4)","InChIKey=NQZNSHWPJGYSSX-UHFFFAOYSA-N"
"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)","InChIKey=WWZKQHOCKIZLMA-UHFFFAOYSA-N"
"InChI=1S/C10H8O3S/c11-14(12,13)10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,(H,11,12,13)","InChIKey=PSZYNBSKGUBXEH-UHFFFAOYSA-N"
"InChI=1S/C11H8O2.2ClH.3Zn/c12-11(13)10-7-3-5-8-4-1-2-6-9(8)10;;;;;/h1-7H,(H,12,13);2*1H;;;/q;;;;;+2/p-3","InChIKey=XTJLVIFKFADASA-UHFFFAOYSA-K"
"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3","InChIKey=RLSSMJSEOOYNOY-UHFFFAOYSA-N"
"InChI=1S/C5H6Cl2N2O2/c1-5(2)3(10)8(6)4(11)9(5)7/h1-2H3","InChIKey=KEQGZUUPPQEDPF-UHFFFAOYSA-N"
"InChI=1S/C6H8O2.K/c1-2-3-4-5-6(7)8;/h2-5H,1H3,(H,7,8);/q;+1/p-1/b3-2+,5-4+;","InChIKey=CHHHXKFHOYLYRE-STWYSWDKSA-M"
"InChI=1S/C3H2O7.3K/c4-1(5)9-3(8)10-2(6)7;;;/h(H,4,5)(H,6,7);;;/q;3*+1/p-2","InChIKey=MCMASNFPGRVQDE-UHFFFAOYSA-L"
"InChI=1S/C26H22ClF3N2O3/c1-16(2)24(32-22-12-11-18(14-21(22)27)26(28,29)30)25(33)35-23(15-31)17-7-6-10-20(13-17)34-19-8-4-3-5-9-19/h3-14,16,23-24,32H,1-2H3/t23?,24-/m1/s1","InChIKey=INISTDXBRIBGOC-XMMISQBUSA-N"
"InChI=1S/C3H4N2O2/c6-2-1-4-3(7)5-2/h1H2,(H2,4,5,6,7)","InChIKey=WJRBRSLFGCUECM-UHFFFAOYSA-N"
"InChI=1S/C16H8Cl2F6N2O3/c17-7-4-6(5-8(18)12(7)29-16(23,24)14(21)22)25-15(28)26-13(27)11-9(19)2-1-3-10(11)20/h1-5,14H,(H2,25,26,27,28)","InChIKey=RGNPBRKPHBKNKX-UHFFFAOYSA-N"
"InChI=1S/C15H17ClN4/c1-2-3-8-15(9-17,10-20-12-18-11-19-20)13-4-6-14(16)7-5-13/h4-7,11-12H,2-3,8,10H2,1H3","InChIKey=HZJKXKUJVSEEFU-UHFFFAOYSA-N"
"InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H","InChIKey=UFWIBTONFRDIAS-UHFFFAOYSA-N"
"InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3","InChIKey=OSWPMRLSEDHDFF-UHFFFAOYSA-N"
"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h4-7,11H,1-3H3","InChIKey=MGSRCZKZVOBKFT-UHFFFAOYSA-N"
"InChI=1S/C11H21NOS/c1-3-12(11(13)14-4-2)10-8-6-5-7-9-10/h10H,3-9H2,1-2H3","InChIKey=DFCAFRGABIXSDS-UHFFFAOYSA-N"
"InChI=1S/C15H16N2O2/c1-19-14-6-4-12(5-7-14)15(18,11-2-3-11)13-8-16-10-17-9-13/h4-11,18H,2-3H2,1H3","InChIKey=HUTDUHSNJYTCAR-UHFFFAOYSA-N"
"InChI=1S/C22H19Cl2NO3/c1-22(2)17(12-19(23)24)20(22)21(26)28-18(13-25)14-7-6-10-16(11-14)27-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3","InChIKey=KAATUXNTWXVJKI-UHFFFAOYSA-N"
"InChI=1S/C12H11Cl2NO/c1-4-12(2,3)15-11(16)8-5-9(13)7-10(14)6-8/h1,5-7H,2-3H3,(H,15,16)","InChIKey=PHNUZKMIPFFYSO-UHFFFAOYSA-N"
"InChI=1S/C5H6Br2N2O2/c1-5(2)3(10)8(6)4(11)9(5)7/h1-2H3","InChIKey=VRLDVERQJMEPIF-UHFFFAOYSA-N"
"InChI=1S/CH4/h1H4","InChIKey=VNWKTOKETHGBQD-UHFFFAOYSA-N"
"InChI=1S/C10H12N3O3PS2/c1-15-17(18,16-2)19-7-13-10(14)8-5-3-4-6-9(8)11-12-13/h3-6H,7H2,1-2H3","InChIKey=CJJOSEISRRTUQB-UHFFFAOYSA-N"
"InChI=1S/C10H16N2O8/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20)","InChIKey=KCXVZYZYPLLWCC-UHFFFAOYSA-N"
"InChI=1S/C19H34O3/c1-15(2)22-18(20)14-17(4)11-8-10-16(3)12-9-13-19(5,6)21-7/h8,11,14-16H,9-10,12-13H2,1-7H3/b11-8+,17-14+","InChIKey=NFGXHKASABOEEW-LDRANXPESA-N"
"InChI=1S/C9H13N/c1-10(2)8-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3/p+1","InChIKey=XXBDWLFCJWSEKW-UHFFFAOYSA-O"
"InChI=1S/C9H8O/c10-8-4-7-9-5-2-1-3-6-9/h1-8H/b7-4+","InChIKey=KJPRLNWUNMBNBZ-QPJJXVBHSA-N"
"InChI=1S/C19H18N4O8.Na/c1-26-12-8-13(27-2)21-18(20-12)30-10-6-5-7-11(16(10)17(24)25)31-19-22-14(28-3)9-15(23-19)29-4;/h5-9H,1-4H3,(H,24,25);/q;+1/p-1","InChIKey=FUHMZYWBSHTEDZ-UHFFFAOYSA-M"
